,SampleID,SampleID,SampleIDnoRep,SeqID,StationCode,SampleDate,Replicate,SampleType,D_ValveCount,S_EntityCount,S_Biovolume,D_NumberTaxa,S_NumberTaxa,H_NumberTaxa,UnrecognizedTaxa,D_ASCI,S_ASCI,H_ASCI,D_cnt.spp.most.tol_pct_att,D_cnt.spp.most.tol_pred,D_cnt.spp.most.tol_raw,D_cnt.spp.most.tol_scr,D_EpiRho.richness_pct_att,D_EpiRho.richness_pred,D_EpiRho.richness_raw,D_EpiRho.richness_scr,D_prop.spp.IndicatorClass_TN_low_pct_att,D_prop.spp.IndicatorClass_TN_low_pred,D_prop.spp.IndicatorClass_TN_low_raw,D_prop.spp.IndicatorClass_TN_low_scr,D_prop.spp.Planktonic_pct_att,D_prop.spp.Planktonic_pred,D_prop.spp.Planktonic_raw,D_prop.spp.Planktonic_scr,D_prop.spp.Trophic.E_pct_att,D_prop.spp.Trophic.E_pred,D_prop.spp.Trophic.E_raw,D_prop.spp.Trophic.E_scr,D_Salinity.BF.richness_pct_att,D_Salinity.BF.richness_pred,D_Salinity.BF.richness_raw,D_Salinity.BF.richness_scr,S_prop.spp.IndicatorClass_DOC_high_pct_att,S_prop.spp.IndicatorClass_DOC_high_raw,S_prop.spp.IndicatorClass_DOC_high_scr,S_prop.spp.IndicatorClass_NonRef_pct_att,S_prop.spp.IndicatorClass_NonRef_raw,S_prop.spp.IndicatorClass_NonRef_scr,S_prop.spp.IndicatorClass_TP_high_pct_att,S_prop.spp.IndicatorClass_TP_high_raw,S_prop.spp.IndicatorClass_TP_high_scr,S_prop.spp.ZHR_pct_att,S_prop.spp.ZHR_raw,S_prop.spp.ZHR_scr,H_cnt.spp.IndicatorClass_TP_high_pct_att,H_cnt.spp.IndicatorClass_TP_high_pred,H_cnt.spp.IndicatorClass_TP_high_raw,H_cnt.spp.IndicatorClass_TP_high_scr,H_cnt.spp.most.tol_pct_att,H_cnt.spp.most.tol_pred,H_cnt.spp.most.tol_raw,H_cnt.spp.most.tol_scr,H_EpiRho.richness_pct_att,H_EpiRho.richness_pred,H_EpiRho.richness_raw,H_EpiRho.richness_scr,H_OxyRed.DO_30.richness_pct_att,H_OxyRed.DO_30.richness_pred,H_OxyRed.DO_30.richness_raw,H_OxyRed.DO_30.richness_scr,H_prop.spp.Planktonic_pct_att,H_prop.spp.Planktonic_pred,H_prop.spp.Planktonic_raw,H_prop.spp.Planktonic_scr,H_prop.spp.Trophic.E_pct_att,H_prop.spp.Trophic.E_pred,H_prop.spp.Trophic.E_raw,H_prop.spp.Trophic.E_scr,H_prop.spp.ZHR_pct_att,H_prop.spp.ZHR_raw,H_prop.spp.ZHR_scr,H_Salinity.BF.richness_pct_att,H_Salinity.BF.richness_pred,H_Salinity.BF.richness_raw,H_Salinity.BF.richness_scr,Comments,version_number
211,801M15406_5/31/17_1,801M15406_05/31/17_1,801M15406_5/31/17,#N/A,801M15406,5/31/17,1,"Integrated, Macroalgae, Microalgae",600,0,0,7,18,25,NA,0.479723017,0.769074615,0.654762516,0.571428571,5.628428052,3,0.950763263,1,2.349633333,0,0.234934757,0.571428571,0.414093961,0,0,1,0.00732405,0.142857143,0,0.714285714,0.492147618,0.8,0,0.714285714,2.751381897,1,0.980843801,0.833333333,0.466666667,0.573183214,0.833333333,0.2,0.836363636,0.833333333,0.2,0.774445893,1,0,0,0.76,17.63646667,7,1,0.2,4.970632334,4,0.822932765,0.92,2.241266667,0,0.246094435,0.2,1.912195238,2,0.825701827,0.28,0.005789078,0.142857143,0,0.2,0.484864816,0.8,0,0.72,0,0,0.2,2.641757396,1,0.932390254,,2.5.5
214,801M15424_6/14/16_2,801M15424_06/14/16_1,801M15424_6/14/16,#N/A,801M15424,6/14/16,2,"Integrated, Microalgae, Macroalgae",593,0,0,18,30,48,NA,0.799679117,0.80153395,0.740088293,0.555555556,5.387412654,8,0.468238401,1,3.3591,0,0.013579258,0.666666667,0.404435628,0.25,0.397551898,0.944444444,0.007883788,0,0.89286406,0.833333333,0.577125791,0.533333333,0.860789049,0.888888889,3.729268184,2,0.978516055,0.866666667,0.423076923,0.620029919,0.866666667,0.230769231,0.804195804,0.866666667,0.192307692,0.785277304,1,0.033333333,0.066666667,0.8125,14.406,14,0.817293977,0.270833333,6.168984333,11,0.364538717,0.958333333,3.143966667,0,0.041279186,0.3125,1.389166667,4,0.416389816,0.354166667,0.007204656,0,0.885762519,0.3125,0.572241526,0.533333333,0.845874121,0.625,0.033333333,0.066666667,0.333333333,3.203032367,2,0.888047661,,2.5.5
215,801M15441_6/28/17_1,801M15441_06/28/17_1,801M15441_6/28/17,#N/A,801M15441,6/28/17,1,"Integrated, Macroalgae, Microalgae, Epiphyte",593,157,0,24,25,49,Achnanthidium latecephalum,1.070319476,0.958733005,1.039737331,0.291666667,4.46507904,0,1,1,1.579933333,0,0.403714305,0.583333333,0.488438261,0.428571429,0.599042269,0.916666667,0.013420852,0,0.949667446,0.666666667,0.417628219,0.3125,1,0.75,1.806566581,1,0.881390129,0.76,0.210526316,0.848461994,0.76,0.157894737,0.880382775,0.76,0.157894737,0.833733617,1,0.08,0.16,0.653061224,8.3863,10,0.704087519,0.163265306,4.961761699,1,1,0.93877551,1.740966667,0,0.359608415,0.285714286,1.518333333,0,1,0.448979592,0.016046578,0,0.976450484,0.326530612,0.416499023,0.3125,1,0.510204082,0.08,0.16,0.367346939,2.09540586,1,0.87716969,,2.5.5
217,801M16916_5/25/16_1,801M16916_05/25/16_1,801M16916_5/25/16,#N/A,801M16916,5/25/16,1,"Integrated, Macroalgae, Epiphyte, Microalgae",600,163,0,52,10,62,NA,0.642525752,0.662285657,0.531425026,0.326923077,5.334877184,10,0.279267501,1,1.870033333,4,1,0.673076923,0.461438131,0.257142857,0.291319832,0.980769231,0.010273086,0.019607843,0.716223217,0.75,0.522214683,0.641025641,0.439795306,0.826923077,3.097639626,9,0.175191354,0.9,0.444444444,0.597065848,0.9,0.333333333,0.696969697,0.9,0.333333333,0.586701434,1,0,0,0.677419355,18.0286,29,0.179577903,0.290322581,5.141337844,11,0.283343333,1,1.9367,4,1,0.516129032,1.673333333,5,0.300259866,0.822580645,0.007953398,0.019607843,0.692332453,0.629032258,0.529220173,0.641025641,0.461207816,0.161290323,0,0,0.693548387,3.291454461,9,0.189484178,,2.5.5
218,801PFB019_6/27/17_1,801PFB019_06/27/17_1,801PFB019_6/27/17,#N/A,801PFB019,6/27/17,1,"Epiphyte, Integrated, Microalgae, Macroalgae",601,150,0,40,39,79,NA,0.335751881,0.872002129,0.366661829,0.45,5.44771404,14,0,1,2.022,0,0.30677808,0.625,0.465907183,0.04,0,0.925,0.004688108,0.027027027,0.5828167,0.65,0.560887214,0.730769231,0.307568095,0.675,3.46545867,8,0.319171478,0.666666667,0.307692308,0.744035903,0.666666667,0.192307692,0.844405594,0.666666667,0.192307692,0.785277304,1,0.051282051,0.102564103,0.594936709,17.62193333,25,0.38098828,0.278481013,5.919647629,17,0,0.974683544,2.068233333,0,0.285354284,0.291139241,1.884033333,6,0.172211387,0.46835443,0.004290501,0.027027027,0.578668096,0.329113924,0.568462766,0.730769231,0.33231418,0.493670886,0.051282051,0.102564103,0.341772152,3.296406573,8,0.291056186,,2.5.5
219,801RB8312_6/27/17_1,801RB8312_06/27/17_1,801RB8312_6/27/17,#N/A,801RB8312,6/27/17,1,"Epiphyte, Integrated, Macroalgae, Microalgae",611,119,0,50,36,86,NA,0.24502145,0.765153778,0.205922628,0.36,5.44771404,14,0,1,1.8519,0,0.344077549,0.64,0.461377907,0.09375,0,0.9,0.010101891,0.044444444,0.459674352,0.66,0.53741941,0.818181818,0.020489556,0.68,3.115490741,8,0.28233296,0.771428571,0.407407407,0.636870238,0.771428571,0.296296296,0.735690236,0.771428571,0.222222222,0.74315515,1,0.028571429,0.057142857,0.647058824,18.37343333,32,0.030752824,0.258823529,5.152437844,18,0,0.988235294,1.874233333,0,0.329371298,0.352941176,1.8212,9,0,0.529411765,0.008245837,0.044444444,0.440593054,0.388235294,0.546114498,0.818181818,0.052171674,0.411764706,0.028571429,0.057142857,0.4,3.321537794,8,0.293596236,,2.5.5
220,801RB8356_6/21/17_1,801RB8356_06/21/17_1,801RB8356_6/21/17,#N/A,801RB8356,6/21/17,1,"Integrated, Macroalgae, Microalgae, Epiphyte",606,138,0,46,43,89,NA,0.152698113,0.873754015,0.214634638,0.347826087,5.44771404,13,0.013454888,1,2.0577,0,0.298949797,0.565217391,0.465907183,0.076923077,0,0.891304348,0.004616679,0.048780488,0.358920497,0.652173913,0.515295408,0.8,0.010282915,0.673913043,3.509430892,11,0.008012449,0.714285714,0.366666667,0.680655067,0.714285714,0.2,0.836363636,0.714285714,0.166666667,0.821382008,1,0.071428571,0.142857143,0.590909091,18.46636667,25,0.428319719,0.227272727,5.919647629,16,0,0.988636364,2.091133333,0,0.280158461,0.329545455,1.884033333,8,0,0.465909091,0.004403193,0.048780488,0.356707612,0.340909091,0.525713293,0.8,0.046507136,0.477272727,0.071428571,0.142857143,0.352272727,3.301704461,11,0,,2.5.5
221,801RB8494_6/19/17_1,801RB8494_06/19/17_1,801RB8494_6/19/17,#N/A,801RB8494,6/19/17,1,"Epiphyte, Integrated, Microalgae, Macroalgae",610,149,0,64,30,94,NA,0.177507877,0.857049328,0.160277408,0.265625,5.190879495,13,0,1,2.0268,1,0.52500519,0.609375,0.462773278,0.051282051,0,0.953125,0.00983969,0.081967213,0.072047581,0.671875,0.534539526,0.744186047,0.204614494,0.671875,2.957236806,12,0,0.7,0.333333333,0.716479017,0.7,0.238095238,0.796536797,0.7,0.238095238,0.720804619,1,0.1,0.2,0.574468085,17.76836667,36,0,0.212765957,5.152437844,16,0,0.978723404,2.1017,1,0.504652795,0.414893617,1.446,10,0,0.64893617,0.007538767,0.081967213,0.048485284,0.457446809,0.523648594,0.744186047,0.183691295,0.319148936,0.1,0.2,0.457446809,2.968812494,12,0,,2.5.5
223,801S01671_6/6/18_1,801S01671_06/06/18_1,801S01671_6/6/18,#N/A,801S01671,6/6/18,1,"Integrated, Microalgae, Macroalgae, Epiphyte",605,57,0,33,14,47,NA,1.136794954,0.914417893,1.109571346,0.272727273,5.443598692,2,1,1,1.279866667,1,0.688792471,0.484848485,0.350006905,0.4375,0.913010597,0.909090909,0.026323199,0,1,0.575757576,0.390574945,0.473684211,0.532229953,0.575757576,2.163889982,0,1,0.5,0.285714286,0.76765609,0.5,0.285714286,0.746753247,0.5,0.285714286,0.653753027,1,0.214285714,0.428571429,0.468085106,10.77076667,10,0.837739559,0.191489362,4.462016548,2,0.940768533,1,1.198533333,1,0.709573927,0.340425532,2.477333333,0,1,0.638297872,0.024726529,0,1,0.404255319,0.408773685,0.473684211,0.580897724,0.29787234,0.214285714,0.428571429,0.404255319,2.191447012,0,0.987948203,,2.5.5
224,801S03488_5/24/17_1,801S03488_05/24/17_1,801S03488_5/24/17,#N/A,801S03488,5/24/17,1,"Integrated, Microalgae",600,0,0,19,6,25,NA,0.8367708,0.704335997,0.8244353,0.368421053,3.924777366,3,0.793913159,1,0.287666667,0,0.68708209,0.842105263,0.480889637,0.25,0.234657292,1,0.008092693,0,0.89500717,0.789473684,0.441939818,0.6,0.338175808,0.789473684,2.320428106,2,0.830217952,1,0.333333333,0.716479017,1,0.333333333,0.696969697,1,0.333333333,0.586701434,1,0,0,0.8,4.519171429,12,0.37522836,0.28,4.1407453,3,0.836373562,1,0.3033,0,0.685803227,0.6,1.175235714,1,0.868374997,0.76,0.008007742,0,0.893999437,0.6,0.452376142,0.6,0.369788579,0.24,0,0,0.6,2.225993892,2,0.789296926,,2.5.5
225,801SAMI1x_5/23/17_1,801SAMI1x_05/23/17_1,801SAMI1x_5/23/17,#N/A,801SAMI1x,5/23/17,1,"Integrated, Microalgae, Macroalgae, Epiphyte",604,6,0,15,9,24,NA,1.016704896,0.76350008,0.955176516,0.333333333,4.195481576,2,0.910903156,1,0.561966667,0,0.626933681,0.666666667,0.380673666,0.6,1,1,0.03497912,0,1,0.666666667,0.401289735,0.6,0.232929369,0.733333333,2.232020157,2,0.820911906,0.777777778,0.285714286,0.76765609,0.777777778,0.285714286,0.746753247,0.777777778,0.285714286,0.653753027,1,0,0,0.708333333,11.37936667,6,1,0.208333333,4.203206422,2,0.920319684,1,0.535633333,0,0.633088694,0.375,2.294133333,1,1,0.625,0.038053192,0,1,0.416666667,0.397399161,0.6,0.229470895,0.375,0,0,0.458333333,2.33361836,2,0.800174691,,2.5.5
226,801SAR151_6/22/17_1,801SAR151_06/22/17_1,801SAR151_6/22/17,#N/A,801SAR151,6/22/17,1,"Integrated, Microalgae, Epiphyte, Macroalgae",599,154,0,52,37,89,Nitzschia dealpina,0.442050205,0.793502552,0.280746048,0.365384615,5.265460862,14,0,1,1.794466667,0,0.35667151,0.615384615,0.262683894,0.09375,0.366661571,0.961538462,0.024906216,0.04,0.657142767,0.673076923,0.601244069,0.742857143,0.380758735,0.692307692,4.667420755,10,0.23516797,0.722222222,0.346153846,0.702700575,0.722222222,0.269230769,0.763986014,0.722222222,0.230769231,0.731120249,1,0.027777778,0.055555556,0.636363636,16.7389,33,0,0.261363636,6.108946274,18,0,0.977272727,1.557666667,0,0.401197686,0.352272727,1.289833333,8,0,0.568181818,0.025484124,0.04,0.662983933,0.397727273,0.599961541,0.742857143,0.381856502,0.409090909,0.027777778,0.055555556,0.409090909,3.795732817,10,0.139380853,,2.5.5
228,801SAROCR_6/21/17_1,801SAROCR_06/21/17_1,801SAROCR_6/21/17,#N/A,801SAROCR,6/21/17,1,"Integrated, Macroalgae, Microalgae, Epiphyte",619,132,0,56,45,101,NA,0.142203845,0.830672877,0.129212652,0.267857143,5.44771404,13,0.013454888,1,2.113033333,0,0.286816323,0.607142857,0.465907183,0.029411765,0,0.946428571,0.004616679,0.113207547,0,0.660714286,0.573129118,0.72972973,0.341954755,0.660714286,3.415953605,11,0,0.711111111,0.40625,0.638114125,0.711111111,0.28125,0.751420455,0.711111111,0.15625,0.836049544,1,0.066666667,0.133333333,0.594059406,17.58473333,32,0,0.188118812,5.919647629,16,0,0.98019802,2.1802,0,0.259949963,0.346534653,1.948333333,9,0,0.524752475,0.004403193,0.113207547,0,0.366336634,0.579042933,0.72972973,0.361971046,0.445544554,0.066666667,0.133333333,0.366336634,3.289644668,11,0,,2.5.5
230,801WE1008_6/20/17_1,801WE1008_06/20/17_1,801WE1008_6/20/17,#N/A,801WE1008,6/20/17,1,"Integrated, Microalgae",600,0,0,32,7,39,NA,1.048059727,0.641260487,0.944735666,0.34375,5.20678402,3,0.911943738,1,0.771366667,0,0.581016522,0.71875,0.35085795,0.347826087,0.720136114,1,0.025187866,0,1,0.78125,0.426466163,0.4,0.815929836,0.8125,2.123798663,3,0.704257683,0.857142857,0.5,0.537359263,0.857142857,0.333333333,0.696969697,0.857142857,0.333333333,0.586701434,1,0,0,0.615384615,10.9793,13,0.681274711,0.282051282,4.387778035,3,0.855891867,1,0.802433333,0,0.572553955,0.58974359,1.320366667,1,0.891919654,0.820512821,0.024444362,0,1,0.641025641,0.43992868,0.4,0.848478708,0.179487179,0,0,0.666666667,2.064547273,3,0.671907785,,2.5.5
231,801WE1008_6/20/17_2,801WE1008_06/20/17_1,801WE1008_6/20/17,#N/A,801WE1008,6/20/17,2,"Integrated, Microalgae",600,0,0,31,9,40,NA,0.952042665,0.838820191,0.907248255,0.387096774,5.20678402,4,0.819876682,1,0.771366667,0,0.581016522,0.774193548,0.35085795,0.333333333,0.689257532,0.967741935,0.025187866,0,1,0.806451613,0.426466163,0.52,0.505239873,0.838709677,2.123798663,3,0.704257683,0.888888889,0.375,0.671699079,0.888888889,0.25,0.784090909,0.888888889,0.25,0.704041721,1,0.111111111,0.222222222,0.65,10.9793,14,0.625223586,0.3,4.387778035,4,0.77688086,1,0.802433333,0,0.572553955,0.575,1.320366667,1,0.891919654,0.75,0.024444362,0,1,0.625,0.43992868,0.52,0.542202845,0.225,0.111111111,0.222222222,0.65,2.064547273,3,0.671907785,,2.5.5
232,901BELOLV_5/9/19_1,901BELOLV_05/09/19_1,901BELOLV_5/9/19,#N/A,901BELOLV,5/9/19,1,"Integrated, Microalgae, Macroalgae",597,0,0,21,7,28,Humidophila,0.855499353,0.722118154,0.98229573,0.333333333,5.393109127,3,0.929098143,1,2.330733333,0,0.239079142,0.571428571,0.390693082,0.166666667,0.249280224,1,0.018800956,0,1,0.714285714,0.484871685,0.6,0.449329976,0.80952381,3.903427726,2,0.996848533,0.714285714,0.4,0.644831116,0.714285714,0.4,0.627272727,0.714285714,0.4,0.492829205,1,0.142857143,0.285714286,0.5,12.5264,9,0.992195908,0.285714286,6.108946274,3,0.991883102,1,2.402233333,0,0.209572415,0.535714286,1.446266667,1,0.912344465,0.75,0.019059265,0,1,0.535714286,0.480687273,0.6,0.442047047,0.25,0.142857143,0.285714286,0.607142857,3.398559542,2,0.907809884,,2.5.5
233,901M14138_6/20/17_1,901M14138_06/20/17_1,901M14138_6/20/17,#N/A,901M14138,6/20/17,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,117,0,34,35,69,NA,0.519309779,0.750003444,0.450791341,0.470588235,5.387412654,11,0.19203723,1,2.688866667,0,0.16054779,0.647058824,0.302759789,0.090909091,0.275222078,0.970588235,0.02770623,0.03030303,0.785346267,0.676470588,0.586394586,0.739130435,0.351960949,0.764705882,3.945344829,6,0.580210624,0.714285714,0.44,0.601842375,0.714285714,0.28,0.752727273,0.714285714,0.24,0.718122555,1,0.028571429,0.057142857,0.623188406,11.4415,22,0.202721413,0.304347826,6.246505375,15,0.054619706,1,2.554066667,0,0.175122673,0.304347826,1.657033333,4,0.459845941,0.47826087,0.027839714,0.03030303,0.786602087,0.333333333,0.600072442,0.739130435,0.391651228,0.507246377,0.028571429,0.057142857,0.376811594,3.434849236,6,0.507191774,,2.5.5
235,901NP9FLC_5/10/17_1,901NP9FLC_05/10/17_1,901NP9FLC_5/10/17,#N/A,901NP9FLC,5/10/17,1,"Integrated, Macroalgae, Microalgae",600,0,0,17,5,22,NA,0.701405156,1.338137934,0.921235212,0.647058824,5.521936259,7,0.57269065,1,0.2619,0,0.692732195,0.823529412,0.278817357,0.214285714,0.589103321,1,0.010802034,0.058823529,0.319345433,0.941176471,0.542689078,0.6875,0.372479243,0.941176471,3.336262252,5,0.62135959,0.2,0,1,0.2,0,1,0.2,0,1,1,0.4,0.8,0.636363636,13.31232381,10,0.980196697,0.545454545,5.921582312,7,0.66103526,1,0.2643,0,0.694652008,0.681818182,2.836233333,2,0.975608925,0.772727273,0.012005298,0.058823529,0.331671928,0.727272727,0.526992287,0.6875,0.336905133,0.227272727,0.4,0.8,0.727272727,3.398559542,5,0.604595412,,2.5.5
236,901NP9TNC_4/24/18_1,901NP9TNC_04/24/18_1,901NP9TNC_4/24/18,#N/A,901NP9TNC,4/24/18,1,"Integrated, Microalgae, Macroalgae, Epiphyte",600,149,0,30,47,77,NA,1.063583736,1.203474595,1.11380065,0.333333333,5.797785904,6,0.690154372,1,2.0309,3,0.962665446,0.6,0.284299415,0.222222222,0.594332826,1,0.012723582,0,0.94251432,0.666666667,0.537845961,0.55,0.715938926,0.7,3.962347962,3,0.897788075,0.630434783,0.103448276,0.963540748,0.630434783,0.068965517,0.973354232,0.630434783,0.068965517,0.958953379,1,0.260869565,0.52173913,0.592105263,17.96453492,15,0.960702738,0.131578947,6.246505375,6,0.765718765,0.986842105,2.0231,3,0.97627014,0.25,2.992719048,3,0.838765239,0.394736842,0.012324129,0,0.93827085,0.263157895,0.535577939,0.55,0.709759375,0.605263158,0.260869565,0.52173913,0.276315789,3.321932942,3,0.798993629,,2.5.5
237,901S00469_5/9/17_2,901S00469_05/09/17_1,901S00469_5/9/17,#N/A,901S00469,5/9/17,2,"Microalgae, Epiphyte, Integrated, Macroalgae",600,191,0,42,23,65,NA,0.95316426,1.005750736,0.93438595,0.30952381,5.797785904,6,0.690154372,1,2.820133333,5,1,0.738095238,0.322967325,0.258064516,0.588312505,1,0.012723582,0.023809524,0.698258237,0.833333333,0.563169845,0.6,0.652050412,0.857142857,3.854761558,5,0.67593815,0.739130435,0.352941176,0.695406105,0.739130435,0.117647059,0.922459893,0.739130435,0.117647059,0.890405706,1,0.173913043,0.347826087,0.676923077,16.13340159,23,0.409656652,0.215384615,6.246505375,6,0.765718765,1,2.776866667,5,1,0.476923077,3.220933333,2,1,0.646153846,0.012324129,0.023809524,0.694066336,0.538461538,0.560130125,0.6,0.644808947,0.353846154,0.173913043,0.347826087,0.553846154,3.347703219,5,0.599455287,,2.5.5
238,901SMCWHC_5/20/19_1,901SMCWHC_05/20/19_1,901SMCWHC_5/20/19,#N/A,901SMCWHC,5/20/19,1,"Integrated, Macroalgae, Microalgae",576,0,0,35,30,65,"Gomphonema aequale, Gomphonema saprophilum, Sirodotia suecica",1.202697307,1.156925592,1.123910628,0.314285714,5.358830329,5,0.741808081,1,2.146066667,3,0.93741174,0.571428571,0.310254935,0.45,1,0.942857143,0.009468108,0,0.909117214,0.771428571,0.562505543,0.481481481,0.957184764,0.828571429,3.851707012,3,0.886141726,0.555555556,0.2,0.859774821,0.555555556,0.2,0.836363636,0.555555556,0.2,0.774445893,1,0.407407407,0.814814815,0.532258065,14.23310952,13,0.863654396,0.209677419,6.246505375,6,0.765718765,0.983870968,2.333533333,3,0.905835355,0.403225806,1.3395,3,0.570562802,0.532258065,0.008795427,0,0.902078397,0.435483871,0.559826182,0.481481481,0.946527875,0.435483871,0.407407407,0.814814815,0.467741935,3.333084987,3,0.800120783,,2.5.5
240,902NP9CWC_4/26/19_1,902NP9CWC_04/26/19_1,902NP9CWC_4/26/19,#N/A,902NP9CWC,4/26/19,1,"Integrated, Macroalgae, Microalgae",599,0,0,30,34,64,Stauroneis borrichii,0.845105153,1.1444882,0.943724781,0.3,5.401818881,7,0.561631797,1,1.747166667,2,0.805602741,0.566666667,0.385781351,0.294117647,0.53129515,0.933333333,0.011845846,0.035714286,0.567125717,0.733333333,0.561689294,0.590909091,0.671754263,0.8,2.886544445,4,0.679283698,0.575757576,0.210526316,0.848461994,0.606060606,0.1,0.940909091,0.606060606,0.1,0.915254237,1,0.272727273,0.545454545,0.555555556,14.688,13,0.88915152,0.174603175,4.404379797,7,0.541159562,0.984126984,1.756766667,2,0.809807172,0.349206349,1.8281,2,0.812059021,0.444444444,0.010943989,0.035714286,0.557808551,0.349206349,0.562694278,0.590909091,0.67455615,0.523809524,0.272727273,0.545454545,0.380952381,3.205177423,4,0.686121483,,2.5.5
241,902WE0888_6/6/16_1,902WE0888_06/06/16_1,902WE0888_6/6/16,#N/A,902WE0888,6/6/16,1,"Integrated, Epiphyte, Microalgae, Macroalgae",600,120,0,36,20,56,NA,0.815586282,0.875286903,0.813763019,0.333333333,5.461242385,6,0.659169801,1,1.613833333,0,0.396280725,0.638888889,0.198720213,0.173913043,0.673741164,0.916666667,0.016888704,0,0.985243297,0.722222222,0.555165329,0.730769231,0.29275366,0.722222222,3.857159523,5,0.676190566,0.842105263,0.3125,0.738868987,0.842105263,0.1875,0.849431818,0.842105263,0.1875,0.792046936,1,0.052631579,0.105263158,0.636363636,16.02986667,18,0.68410903,0.236363636,6.246505375,7,0.686707758,1,1.576166667,0,0.397000188,0.4,2.269,1,1,0.6,0.015941399,0,0.975371697,0.472727273,0.559025017,0.730769231,0.308226224,0.345454545,0.052631579,0.105263158,0.472727273,3.35118333,5,0.599807027,,2.5.5
242,903ACPCT1_5/15/18_1,903ACPCT1_05/15/18_1,903ACPCT1_5/15/18,#N/A,903ACPCT1,5/15/18,1,"Integrated, Microalgae, Epiphyte, Macroalgae",588,100,0,42,62,104,"Trichormus rotundosporus, Hantzschia elongata, Hantzschia calcifuga",1.03404032,1.061728894,0.988947427,0.30952381,5.587516746,6,0.670795509,1,2.7731,2,0.580636437,0.452380952,0.362996471,0.315789474,0.626015595,0.952380952,0.017253421,0,0.988984831,0.571428571,0.555207787,0.416666667,1,0.595238095,3.06695369,3,0.803536588,0.620689655,0.25,0.806038895,0.620689655,0.138888889,0.900252525,0.620689655,0.138888889,0.860495437,1,0.224137931,0.448275862,0.56,15.02146667,20,0.515484824,0.17,5.141337844,9,0.441365346,1,2.598933333,2,0.618726441,0.23,4.348133333,3,1,0.4,0.015274366,0,0.96853022,0.24,0.555037534,0.416666667,1,0.58,0.224137931,0.448275862,0.25,3.213794476,3,0.788063913,,2.5.5
243,903ACPCT1_5/3/17_1,903ACPCT1_05/03/17_1,903ACPCT1_5/3/17,#N/A,903ACPCT1,5/3/17,1,"Integrated, Macroalgae, Microalgae, Epiphyte",600,14,0,30,19,49,NA,0.952205498,1.102277732,1.056526639,0.266666667,5.587516746,3,0.94699668,1,2.7731,1,0.361356786,0.466666667,0.362996471,0.357142857,0.71412403,0.933333333,0.017253421,0.035714286,0.622600707,0.6,0.555207787,0.555555556,0.746506339,0.666666667,3.06695369,2,0.908799141,0.631578947,0.25,0.806038895,0.631578947,0.166666667,0.871212121,0.631578947,0.166666667,0.821382008,1,0.315789474,0.631578947,0.469387755,15.02146667,9,1,0.183673469,5.141337844,3,0.915431386,1,2.598933333,1,0.391834617,0.306122449,4.348133333,1,1,0.571428571,0.015274366,0.035714286,0.602223448,0.367346939,0.555037534,0.555555556,0.74524664,0.387755102,0.315789474,0.631578947,0.408163265,3.213794476,2,0.889135404,,2.5.5
244,903ACPCT1_5/3/19_1,903ACPCT1_05/03/19_1,903ACPCT1_5/3/19,#N/A,903ACPCT1,5/3/19,1,"Integrated, Macroalgae, Microalgae",600,0,0,37,31,68,NA,0.94080538,1.312303353,1.112690825,0.216216216,5.587516746,5,0.762862566,1,2.7731,1,0.361356786,0.594594595,0.362996471,0.227272727,0.437419853,0.972972973,0.017253421,0,0.988984831,0.756756757,0.555207787,0.392857143,1,0.810810811,3.06695369,4,0.698274036,0.64516129,0.1,0.967246673,0.64516129,0.1,0.940909091,0.64516129,0.1,0.915254237,1,0.451612903,0.903225806,0.558823529,15.02146667,15,0.795740451,0.132352941,5.141337844,5,0.757409372,0.985294118,2.598933333,1,0.391834617,0.352941176,4.348133333,2,1,0.529411765,0.015274366,0,0.96853022,0.411764706,0.555037534,0.392857143,1,0.455882353,0.451612903,0.903225806,0.441176471,3.213794476,4,0.686992422,,2.5.5
246,903ACPCT2_5/17/18_1,903ACPCT2_05/17/18_1,903ACPCT2_5/17/18,#N/A,903ACPCT2,5/17/18,1,"Integrated, Macroalgae, Microalgae, Epiphyte",599,153,0,47,56,103,"Trichormus rotundosporus, Hantzschia calcifuga",1.173212857,1.130985599,1.131668572,0.212765957,5.587516746,4,0.854929623,1,2.007933333,5,1,0.510638298,0.369335539,0.375,0.738664696,0.893617021,0.008200886,0,0.896117096,0.617021277,0.524779253,0.344827586,1,0.659574468,3.116893766,3,0.808793408,0.622641509,0.181818182,0.879315158,0.622641509,0.121212121,0.918732782,0.622641509,0.121212121,0.885385801,1,0.264150943,0.528301887,0.53,14.94013333,16,0.735130501,0.14,5.083160434,6,0.67380171,0.98,1.813733333,5,1,0.28,4.348133333,2,1,0.42,0.007665283,0,0.890486972,0.29,0.532746207,0.344827586,1,0.53,0.264150943,0.528301887,0.31,3.202651619,3,0.786937688,,2.5.5
